Subscription_Status,Age,Monthly_Fee,Avg_Class_Attendance,Check_Ins_Per_Month,Years_As_Member,Cardio_Machine_Minutes,Weight_Room_Minutes,Personal_Trainer_Sessions,Complaints_Filed,Friend_Referrals,Gender,Home_Branch,Payment_Method,Join_Date,Promo_Code_Used,Locker_Rented,Favorite_Workout_Time,Member_ID,Notes_Field
Cancelled,33,,2,2,6.4,269,163,0,1,0,Male,Uptown,Cash,2024-12-04,nan,Yes,Afternoon,GYM-18612,Showers are cold
Cancelled,27,,4,1,4.5,167,285,0,2,0,F,Downtown,Cash,05/12/24,nan,Yes,Evening,GYM-94195,Prefers morning yoga
Renewed,16,49.99,4,10,1.1,169,101,1,0,0,m,Northside,Direct Debit,2024-12-07,nan,No,Evening,GYM-78957,Prefers morning yoga
Renewed,34,49.99,4,10,1.7,81,266,3,0,0,M,Downtown,Direct Debit,2024-12-08,nan,No,Afternoon,GYM-91535,Showers are cold
Cancelled,33,49.99,6,4,6.9,136,123,1,1,0,F,Uptown,Direct Debit,2024-12-10,nan,Yes,Afternoon,GYM-32313,Requested new barbell sets
Renewed,50,49.99,8,11,8.1,232,152,2,0,0,M,Northside,Direct Debit,11/12/24,nan,No,Night,GYM-64917,Requested new barbell sets
Cancelled,41,49.99,5,4,1.2,114,178,0,1,0,femal,Uptown,Cash,2024-12-13,nan,No,Afternoon,GYM-90007,Prefers morning yoga
Renewed,24,49.99,3,4,3.8,251,65,0,0,0,M,Downtown,Credit Card,2024-12-14,nan,Yes,Night,GYM-44855,Requested new barbell sets
Renewed,53,79.99,4,12,0.7,288,98,0,0,0,F,Northside,Cash,2024-12-16,nan,No,Afternoon,GYM-50585,Showers are cold
Renewed,47,59.99,4,7,0.9,48,23,2,0,0,F,Uptown,Direct Debit,17/12/24,nan,Yes,Afternoon,GYM-37934,Requested new barbell sets
Renewed,40,59.99,4,6,0.4,3,332,3,0,0,m,Downtown,Credit Card,2024-12-18,nan,No,Evening,GYM-34569,Requested new barbell sets
Cancelled,32,49.99,7,1,0.5,175,248,1,2,0,F,Downtown,Cash,2024-12-20,nan,Yes,Night,GYM-30253,Requested new barbell sets
Renewed,25,49.99,5,10,2.1,271,164,1,1,0,femal,Uptown,Direct Debit,2024-12-21,nan,No,Afternoon,GYM-64868,Requested new barbell sets
Renewed,31,49.99,5,9,1.4,25,383,1,1,0,m,Northside,Credit Card,23/12/24,nan,Yes,Afternoon,GYM-36019,Showers are cold
Cancelled,45,49.99,6,4,0.5,69,93,2,0,0,M,Uptown,Credit Card,2024-12-24,nan,No,Evening,GYM-17996,Requested new barbell sets
Renewed,53,49.99,2,11,1.0,292,342,1,0,0,F,Northside,Direct Debit,2024-12-26,nan,Yes,Morning,GYM-40437,Prefers morning yoga
Renewed,50,59.99,7,13,0.9,233,123,0,0,0,m,Downtown,Credit Card,2024-12-27,nan,No,Evening,GYM-74802,Requested new barbell sets
Expired,30,59.99,3,9,8.7,230,301,1,2,0,m,Downtown,Cash,29/12/24,nan,Yes,Night,GYM-29771,Prefers morning yoga
Cancelled,23,59.99,5,1,3.8,262,155,0,1,0,Male,Downtown,Cash,2024-12-30,nan,Yes,Morning,GYM-69167,Showers are cold
Renewed,36,49.99,2,10,1.0,285,348,2,0,0,m,Uptown,Cash,2025-01-01,nan,Yes,Afternoon,GYM-60009,Requested new barbell sets
Expired,17,,4,7,4.9,73,248,1,0,0,m,Uptown,Credit Card,2025-01-02,WINTER20,Yes,Night,GYM-10131,Prefers morning yoga
Cancelled,38,49.99,6,0,0.8,120,270,0,1,0,Male,Uptown,Credit Card,04/01/25,nan,No,Morning,GYM-29299,Requested new barbell sets
Renewed,33,49.99,6,5,2.2,5,57,1,1,0,Female,Downtown,Direct Debit,2025-01-05,nan,Y,Night,GYM-88564,Requested new barbell sets
Renewed,30,49.99,0,8,6.8,23,194,1,0,0,femal,Northside,Direct Debit,2025-01-06,nan,No,Evening,GYM-44799,Prefers morning yoga
Cancelled,19,59.99,0,2,1.0,193,200,3,3,0,F,Uptown,Credit Card,2025-01-08,nan,No,Morning,GYM-44693,Showers are cold
Cancelled,40,,2,0,2.3,167,71,2,2,0,Male,Uptown,Cash,09/01/25,nan,Yes,Morning,GYM-44769,Showers are cold
Renewed,29,49.99,4,6,0.7,209,246,1,0,0,m,Uptown,Credit Card,2025-01-11,WINTER20,Yes,Morning,GYM-14377,Showers are cold
Cancelled,23,79.99,3,6,0.6,132,97,1,3,0,m,Downtown,Cash,2025-01-12,nan,No,Afternoon,GYM-33019,Showers are cold
Cancelled,6,79.99,4,3,1.7,291,328,0,2,0,F,Northside,Direct Debit,2025-01-14,nan,Y,Evening,GYM-36903,Showers are cold
Renewed,34,49.99,3,9,7.8,173,80,1,0,0,femal,Northside,Credit Card,15/01/25,nan,No,Morning,GYM-21763,Showers are cold
Renewed,52,49.99,8,11,1.2,150,64,1,0,0,M,Northside,Credit Card,2025-01-17,nan,Yes,Night,GYM-15494,Requested new barbell sets
Renewed,51,,6,13,5.5,87,4,1,0,0,Male,Uptown,Credit Card,2025-01-18,nan,Yes,Afternoon,GYM-21563,Requested new barbell sets
Cancelled,30,79.99,3,2,4.9,265,283,0,3,0,Female,Uptown,Cash,2025-01-20,nan,Yes,Evening,GYM-43433,Prefers morning yoga
Renewed,28,49.99,0,11,0.6,69,293,1,1,0,F,Northside,Direct Debit,21/01/25,nan,Yes,Evening,GYM-39994,Showers are cold
Cancelled,39,59.99,2,2,1.0,204,80,2,2,0,F,Downtown,Cash,2025-01-23,nan,No,Evening,GYM-98618,Showers are cold
Cancelled,25,49.99,3,2,2.1,31,86,1,3,0,Male,Northside,Direct Debit,2025-01-24,nan,Yes,Evening,GYM-72573,Showers are cold
Cancelled,38,59.99,6,2,1.5,42,292,0,2,0,m,Uptown,Cash,2025-01-25,nan,No,Afternoon,GYM-28030,Prefers morning yoga
Renewed,42,49.99,3,8,0.2,117,280,0,1,0,m,Northside,Direct Debit,27/01/25,nan,Y,Evening,GYM-88294,Requested new barbell sets
Cancelled,47,59.99,4,2,10.1,14,196,1,3,0,Female,Northside,Cash,2025-01-28,nan,No,Night,GYM-80043,Requested new barbell sets
Renewed,33,79.99,9,7,2.8,114,251,2,0,0,Male,Northside,Credit Card,2025-01-30,nan,Y,Night,GYM-71952,Showers are cold
Cancelled,32,79.99,7,2,1.2,19,82,2,4,0,F,Downtown,Cash,2025-01-31,nan,Yes,Night,GYM-64751,Requested new barbell sets
Renewed,26,79.99,3,15,1.9,177,26,0,0,0,Male,Uptown,Credit Card,02/02/25,nan,Y,Morning,GYM-11163,Requested new barbell sets
Renewed,26,49.99,2,8,0.2,261,332,1,0,0,M,Uptown,Credit Card,2025-02-03,nan,Yes,Evening,GYM-78461,Requested new barbell sets
Cancelled,32,59.99,2,2,1.4,78,181,1,3,0,F,Northside,Credit Card,2025-02-05,nan,No,Night,GYM-33217,Showers are cold
Renewed,38,49.99,2,10,5.3,119,134,0,0,0,Female,Uptown,Cash,2025-02-06,nan,Yes,Evening,GYM-34055,Requested new barbell sets
Renewed,44,49.99,4,7,4.5,25,89,1,0,0,Female,Downtown,Credit Card,08/02/25,nan,No,Afternoon,GYM-89931,Requested new barbell sets
Cancelled,26,59.99,6,4,0.8,21,205,1,1,0,F,Northside,Cash,2025-02-09,nan,Yes,Night,GYM-89030,Prefers morning yoga
Cancelled,49,49.99,3,1,1.5,200,26,2,3,0,m,Downtown,Direct Debit,2025-02-11,nan,Yes,Morning,GYM-39090,Showers are cold
Cancelled,32,59.99,3,1,2.4,63,377,0,2,0,F,Northside,Cash,2025-02-12,nan,Y,Morning,GYM-47820,Requested new barbell sets
Cancelled,34,,5,1,0.8,213,58,1,1,0,F,Northside,Cash,13/02/25,nan,No,Afternoon,GYM-22190,Showers are cold
Renewed,27,49.99,5,10,0.1,292,71,1,0,0,M,Northside,Cash,2025-02-15,nan,No,Night,GYM-68168,Requested new barbell sets
Renewed,10,59.99,5,9,1.4,77,226,0,0,0,F,Downtown,Direct Debit,2025-02-16,nan,No,Afternoon,GYM-55963,Showers are cold
Renewed,43,49.99,7,8,1.8,215,90,0,1,0,femal,Uptown,Direct Debit,2025-02-18,nan,No,Morning,GYM-84460,Requested new barbell sets
Renewed,42,49.99,3,4,0.0,223,67,2,0,0,femal,Uptown,Direct Debit,19/02/25,nan,Yes,Morning,GYM-24212,Requested new barbell sets
Expired,32,49.99,2,8,0.2,27,361,2,1,0,Male,Uptown,Credit Card,2025-02-21,nan,No,Evening,GYM-63638,Prefers morning yoga
Cancelled,35,79.99,1,2,0.5,200,259,0,2,0,Male,Uptown,Cash,2025-02-22,nan,No,Afternoon,GYM-50079,Showers are cold
Renewed,40,79.99,6,4,0.9,66,145,0,0,0,Female,Downtown,Cash,2025-02-24,nan,No,Morning,GYM-66031,Requested new barbell sets
Renewed,19,79.99,4,8,1.6,125,62,3,0,0,m,Uptown,Credit Card,25/02/25,nan,Y,Night,GYM-68931,Prefers morning yoga
Expired,29,79.99,4,5,0.7,194,342,2,0,0,Female,Uptown,Credit Card,2025-02-27,nan,No,Night,GYM-88484,Prefers morning yoga
Renewed,42,,6,5,0.6,173,179,0,0,0,M,Northside,Cash,2025-02-28,nan,No,Morning,GYM-42794,Showers are cold
Cancelled,22,49.99,1,3,4.1,86,110,2,3,0,F,Downtown,Credit Card,2025-03-02,nan,Y,Afternoon,GYM-99831,Showers are cold
Renewed,37,,4,10,0.3,153,190,2,0,0,Female,Northside,Credit Card,03/03/25,nan,Y,Afternoon,GYM-94590,Prefers morning yoga
Cancelled,21,49.99,3,3,1.4,209,395,2,0,0,F,Uptown,Direct Debit,2025-03-04,nan,Y,Night,GYM-81163,Showers are cold
Renewed,39,49.99,4,9,6.1,12,391,0,0,0,Female,Northside,Credit Card,2025-03-06,nan,No,Morning,GYM-81446,Showers are cold
Cancelled,34,49.99,4,4,2.0,163,245,1,2,0,F,Uptown,Credit Card,2025-03-07,nan,Yes,Night,GYM-59278,Showers are cold
Expired,18,59.99,4,8,2.5,254,277,2,0,0,Female,Northside,Cash,09/03/25,nan,Yes,Afternoon,GYM-93399,Requested new barbell sets
Cancelled,46,59.99,2,2,1.1,63,346,1,1,0,femal,Downtown,Credit Card,2025-03-10,nan,Yes,Morning,GYM-56474,Showers are cold
Cancelled,27,49.99,2,2,0.0,75,371,0,4,0,femal,Northside,Credit Card,2025-03-12,nan,No,Night,GYM-34894,Showers are cold
Expired,26,49.99,7,4,2.1,21,296,2,2,0,femal,Northside,Credit Card,2025-03-13,nan,Yes,Morning,GYM-28872,Prefers morning yoga
Cancelled,37,59.99,7,2,2.0,59,336,1,5,0,Male,Northside,Direct Debit,15/03/25,nan,No,Evening,GYM-55749,Prefers morning yoga
Renewed,46,59.99,2,12,0.2,55,122,0,0,0,M,Northside,Cash,2025-03-16,nan,Y,Night,GYM-22406,Prefers morning yoga
Cancelled,24,49.99,5,3,1.2,167,56,0,2,0,Female,Uptown,Direct Debit,2025-03-18,SUMMER50,Y,Night,GYM-80409,Showers are cold
Cancelled,35,59.99,3,3,4.9,204,159,1,2,0,Male,Northside,Credit Card,2025-03-19,nan,Yes,Evening,GYM-90561,Showers are cold
Renewed,39,49.99,4,4,0.5,258,126,0,0,0,m,Downtown,Cash,21/03/25,WINTER20,Yes,Afternoon,GYM-38671,Prefers morning yoga
Cancelled,41,49.99,1,3,1.2,190,224,1,3,0,Female,Northside,Cash,2025-03-22,nan,No,Night,GYM-81637,Prefers morning yoga
Expired,36,59.99,3,8,1.2,54,94,0,1,0,F,Downtown,Credit Card,2025-03-23,nan,No,Night,GYM-97197,Requested new barbell sets
Expired,31,59.99,5,12,3.3,283,310,1,0,0,M,Northside,Direct Debit,2025-03-25,nan,No,Afternoon,GYM-26182,Requested new barbell sets
Renewed,26,49.99,2,9,3.5,263,5,1,0,0,Male,Uptown,Credit Card,26/03/25,nan,No,Morning,GYM-48604,Requested new barbell sets
Renewed,35,59.99,4,4,2.8,258,264,1,0,0,Male,Downtown,Direct Debit,2025-03-28,nan,No,Evening,GYM-71525,Showers are cold
Expired,24,59.99,5,7,0.9,88,233,3,0,0,M,Downtown,Credit Card,2025-03-29,nan,Yes,Afternoon,GYM-73365,Showers are cold
Cancelled,5,59.99,2,0,0.1,221,287,1,1,0,Female,Northside,Cash,2025-03-31,nan,No,Morning,GYM-45176,Prefers morning yoga
Renewed,39,59.99,5,10,0.9,88,383,2,1,0,F,Uptown,Cash,01/04/25,nan,No,Evening,GYM-12839,Requested new barbell sets
Expired,44,59.99,4,10,2.3,58,15,3,0,0,m,Uptown,Direct Debit,2025-04-03,nan,Yes,Morning,GYM-79990,Showers are cold
Cancelled,11,49.99,3,1,2.4,151,139,0,2,0,Female,Downtown,Credit Card,2025-04-04,nan,No,Night,GYM-24214,Requested new barbell sets
Renewed,24,49.99,4,11,6.7,27,296,0,1,0,M,Northside,Direct Debit,2025-04-06,nan,Y,Evening,GYM-33938,Requested new barbell sets
Cancelled,41,49.99,5,1,1.2,224,194,1,2,0,Female,Uptown,Cash,07/04/25,nan,Yes,Morning,GYM-82950,Showers are cold
Renewed,55,49.99,5,6,2.0,50,185,1,0,0,Female,Uptown,Cash,2025-04-09,nan,Y,Evening,GYM-73413,Requested new barbell sets
Renewed,35,59.99,6,9,1.5,262,392,0,1,0,M,Uptown,Direct Debit,2025-04-10,WINTER20,No,Morning,GYM-44693,Prefers morning yoga
Renewed,27,,0,16,0.3,278,124,2,0,0,M,Northside,Direct Debit,2025-04-11,nan,No,Morning,GYM-25457,Prefers morning yoga
Cancelled,33,49.99,3,4,1.2,45,16,1,0,0,m,Northside,Direct Debit,13/04/25,nan,Yes,Night,GYM-48862,Showers are cold
Renewed,48,49.99,4,7,1.6,105,365,0,0,0,M,Downtown,Direct Debit,2025-04-14,nan,Yes,Afternoon,GYM-99553,Requested new barbell sets
Renewed,28,49.99,2,3,6.0,283,388,3,0,0,M,Northside,Direct Debit,2025-04-16,nan,Yes,Evening,GYM-11976,Prefers morning yoga
Renewed,27,49.99,6,3,0.9,23,25,1,0,0,M,Uptown,Credit Card,2025-04-17,WINTER20,Yes,Night,GYM-63781,Requested new barbell sets
Renewed,30,59.99,3,6,7.8,6,212,0,0,0,Male,Downtown,Direct Debit,19/04/25,nan,Yes,Evening,GYM-61234,Prefers morning yoga
Expired,25,49.99,5,4,1.6,2,384,0,0,0,M,Northside,Direct Debit,2025-04-20,nan,No,Afternoon,GYM-20921,Prefers morning yoga
Renewed,36,59.99,1,15,0.6,257,0,1,0,0,M,Uptown,Cash,2025-04-22,nan,No,Night,GYM-68507,Requested new barbell sets
Renewed,51,79.99,2,11,0.4,262,290,0,0,0,M,Uptown,Cash,2025-04-23,SUMMER50,Y,Afternoon,GYM-72563,Showers are cold
Cancelled,38,49.99,3,1,0.3,120,264,1,1,0,m,Downtown,Credit Card,25/04/25,nan,No,Night,GYM-41709,Showers are cold
Renewed,32,49.99,3,5,1.2,207,342,0,0,0,Female,Downtown,Direct Debit,2025-04-26,nan,Yes,Night,GYM-13444,Showers are cold
Renewed,32,49.99,3,13,0.0,20,37,0,1,0,M,Northside,Direct Debit,2025-04-28,nan,No,Night,GYM-43526,Requested new barbell sets
Renewed,19,59.99,3,8,1.2,139,232,0,0,0,M,Northside,Cash,2025-04-29,nan,Y,Night,GYM-29478,Requested new barbell sets
Renewed,43,59.99,4,4,8.9,279,259,2,0,0,m,Downtown,Cash,30/04/25,WINTER20,No,Morning,GYM-73332,Requested new barbell sets
Renewed,34,49.99,7,10,2.2,288,307,0,1,0,Female,Downtown,Cash,2025-05-02,nan,Yes,Evening,GYM-14379,Showers are cold
Renewed,33,59.99,4,11,2.9,205,260,2,0,0,m,Uptown,Direct Debit,2025-05-03,nan,Y,Morning,GYM-26496,Requested new barbell sets
Renewed,66,79.99,6,6,0.3,42,237,1,1,0,femal,Northside,Direct Debit,2025-05-05,nan,Yes,Morning,GYM-61572,Showers are cold
Expired,37,49.99,5,11,1.3,117,105,2,0,0,F,Uptown,Credit Card,06/05/25,WINTER20,No,Morning,GYM-38868,Prefers morning yoga
Renewed,27,49.99,1,7,0.7,4,246,1,0,0,F,Downtown,Cash,2025-05-08,nan,No,Night,GYM-15283,Showers are cold
Cancelled,30,79.99,2,7,4.5,206,303,0,3,0,F,Downtown,Cash,2025-05-09,nan,Yes,Night,GYM-88716,Showers are cold
Cancelled,-5,59.99,6,0,0.4,122,342,2,2,0,M,Downtown,Cash,2025-05-11,nan,Yes,Afternoon,GYM-27205,Showers are cold
Renewed,36,79.99,3,6,1.2,141,37,0,0,0,m,Northside,Cash,12/05/25,nan,Y,Evening,GYM-64916,Requested new barbell sets
Cancelled,20,59.99,6,0,1.8,231,307,1,2,0,M,Downtown,Cash,2025-05-14,nan,Y,Afternoon,GYM-86173,Showers are cold
Renewed,44,79.99,7,9,1.4,163,342,2,1,0,F,Downtown,Direct Debit,2025-05-15,nan,No,Afternoon,GYM-55246,Prefers morning yoga
Expired,28,,5,8,3.5,34,45,3,0,0,Female,Northside,Direct Debit,2025-05-17,nan,Yes,Evening,GYM-60971,Prefers morning yoga
Renewed,53,59.99,7,7,0.5,10,209,1,1,0,Female,Downtown,Cash,18/05/25,nan,Yes,Evening,GYM-57596,Prefers morning yoga
Renewed,45,79.99,2,8,0.9,74,92,0,0,0,femal,Northside,Cash,2025-05-19,WINTER20,Yes,Afternoon,GYM-35842,Prefers morning yoga
Renewed,30,59.99,8,10,3.1,299,219,0,0,0,m,Downtown,Direct Debit,2025-05-21,nan,No,Afternoon,GYM-33015,Prefers morning yoga
Expired,47,49.99,7,9,1.5,197,255,1,0,0,femal,Northside,Direct Debit,2025-05-22,nan,Yes,Afternoon,GYM-34395,Prefers morning yoga
Renewed,35,49.99,4,7,1.0,263,136,2,0,0,Female,Northside,Credit Card,24/05/25,WINTER20,Yes,Night,GYM-92195,Showers are cold
Cancelled,43,49.99,5,3,0.1,223,230,3,2,0,F,Northside,Direct Debit,2025-05-25,WINTER20,No,Evening,GYM-73090,Requested new barbell sets
Renewed,39,49.99,1,16,2.8,121,305,2,0,0,femal,Northside,Credit Card,2025-05-27,nan,No,Evening,GYM-37487,Requested new barbell sets
Cancelled,26,49.99,3,3,7.2,73,201,0,0,0,femal,Uptown,Cash,2025-05-28,nan,No,Morning,GYM-35906,Prefers morning yoga
Renewed,28,59.99,3,7,1.9,27,65,2,0,0,femal,Northside,Cash,30/05/25,nan,No,Night,GYM-20535,Showers are cold
Cancelled,45,59.99,2,2,3.9,170,37,0,3,0,m,Northside,Cash,2025-05-31,nan,No,Night,GYM-91088,Prefers morning yoga
Renewed,31,49.99,5,8,1.5,215,154,1,0,0,m,Northside,Direct Debit,2025-06-02,WINTER20,Yes,Evening,GYM-60539,Prefers morning yoga
Renewed,30,59.99,5,8,0.5,100,104,1,0,0,F,Northside,Direct Debit,2025-06-03,nan,No,Night,GYM-79531,Prefers morning yoga
Renewed,25,49.99,2,8,0.0,245,254,1,0,0,F,Downtown,Cash,05/06/25,nan,No,Afternoon,GYM-33477,Prefers morning yoga
Renewed,39,49.99,6,15,2.1,92,15,4,2,0,F,Downtown,Cash,2025-06-06,nan,No,Evening,GYM-40977,Requested new barbell sets
Cancelled,55,49.99,1,1,1.4,62,78,0,2,0,femal,Northside,Credit Card,2025-06-07,WINTER20,No,Evening,GYM-87837,Requested new barbell sets
Renewed,24,59.99,4,7,3.0,265,12,1,0,0,F,Northside,Direct Debit,2025-06-09,nan,No,Night,GYM-98619,Showers are cold
Cancelled,35,49.99,1,4,2.4,205,369,1,3,0,m,Uptown,Direct Debit,10/06/25,nan,Y,Evening,GYM-23295,Showers are cold
Renewed,49,49.99,1,6,8.8,79,101,2,0,0,Female,Northside,Credit Card,2025-06-12,nan,No,Night,GYM-73697,Prefers morning yoga
Renewed,34,49.99,3,7,1.4,36,151,1,0,0,F,Northside,Cash,2025-06-13,nan,No,Night,GYM-52023,Requested new barbell sets
Renewed,39,,3,8,1.1,10,177,1,0,0,Male,Northside,Cash,2025-06-15,nan,No,Night,GYM-98810,Prefers morning yoga
Renewed,24,49.99,1,13,0.7,114,390,0,0,0,m,Downtown,Direct Debit,16/06/25,nan,Yes,Afternoon,GYM-54265,Requested new barbell sets
Cancelled,39,,5,5,1.3,89,86,0,2,0,M,Northside,Direct Debit,2025-06-18,WINTER20,No,Night,GYM-48673,Requested new barbell sets
Renewed,33,59.99,6,9,4.1,231,87,2,0,0,Female,Northside,Cash,2025-06-19,nan,Y,Night,GYM-61055,Showers are cold
Renewed,44,59.99,0,10,0.1,18,28,3,0,0,m,Uptown,Credit Card,2025-06-21,nan,Yes,Morning,GYM-13361,Showers are cold
Cancelled,46,79.99,2,2,7.6,51,388,1,0,0,F,Downtown,Credit Card,22/06/25,nan,Yes,Morning,GYM-68198,Requested new barbell sets
Expired,60,49.99,5,5,10.0,273,362,0,0,0,femal,Uptown,Credit Card,2025-06-24,nan,No,Afternoon,GYM-86623,Showers are cold
Renewed,40,49.99,3,11,1.8,93,320,1,0,0,Male,Northside,Direct Debit,2025-06-25,nan,Yes,Afternoon,GYM-38626,Prefers morning yoga
Renewed,38,79.99,5,11,0.8,31,99,0,0,0,M,Uptown,Credit Card,2025-06-26,nan,No,Night,GYM-38388,Requested new barbell sets
Cancelled,36,49.99,2,3,0.5,150,114,0,1,0,Female,Northside,Direct Debit,28/06/25,nan,Yes,Morning,GYM-85643,Requested new barbell sets
Renewed,31,59.99,6,7,0.6,139,209,1,0,0,F,Northside,Direct Debit,2025-06-29,nan,No,Afternoon,GYM-94918,Requested new barbell sets
Renewed,38,59.99,4,7,0.1,57,342,0,0,0,m,Downtown,Cash,2025-07-01,nan,No,Evening,GYM-27725,Prefers morning yoga
Renewed,32,59.99,2,10,1.3,20,73,1,0,0,m,Uptown,Cash,2025-07-02,nan,No,Evening,GYM-12455,Requested new barbell sets
Cancelled,36,79.99,4,1,0.1,148,134,2,0,0,Female,Northside,Credit Card,04/07/25,WINTER20,Yes,Night,GYM-13792,Showers are cold
Cancelled,48,79.99,6,2,2.5,220,268,1,2,0,Male,Uptown,Credit Card,2025-07-05,WINTER20,Yes,Morning,GYM-37727,Prefers morning yoga
Renewed,24,59.99,5,10,0.9,220,349,2,0,0,femal,Downtown,Direct Debit,2025-07-07,nan,Yes,Evening,GYM-54838,Requested new barbell sets
Renewed,46,49.99,5,15,0.4,241,77,1,0,0,F,Northside,Cash,2025-07-08,nan,No,Morning,GYM-48632,Prefers morning yoga
Renewed,48,79.99,6,8,1.6,218,379,1,1,0,Female,Downtown,Cash,10/07/25,nan,Yes,Afternoon,GYM-91733,Prefers morning yoga
Cancelled,33,49.99,4,2,7.3,28,124,0,3,0,Female,Uptown,Direct Debit,2025-07-11,nan,No,Morning,GYM-98911,Showers are cold
Renewed,13,49.99,8,16,2.4,46,37,1,1,0,m,Uptown,Credit Card,2025-07-13,nan,No,Night,GYM-97816,Showers are cold
Renewed,28,,0,5,1.4,57,268,1,0,0,Female,Uptown,Credit Card,2025-07-14,nan,Yes,Morning,GYM-11308,Showers are cold
Cancelled,47,49.99,2,3,3.0,274,309,1,1,0,M,Northside,Direct Debit,15/07/25,nan,Yes,Evening,GYM-26315,Requested new barbell sets
Renewed,34,49.99,1,11,2.7,139,105,1,0,0,M,Northside,Cash,2025-07-17,WINTER20,Yes,Morning,GYM-50857,Requested new barbell sets
Cancelled,25,49.99,1,1,4.4,22,43,0,3,0,F,Northside,Direct Debit,2025-07-18,nan,No,Morning,GYM-99717,Showers are cold
Renewed,29,79.99,6,3,0.5,62,224,1,0,0,Female,Downtown,Direct Debit,2025-07-20,nan,Yes,Morning,GYM-19893,Showers are cold
Renewed,43,59.99,8,15,3.9,51,241,2,0,0,m,Uptown,Credit Card,21/07/25,nan,Yes,Afternoon,GYM-88233,Requested new barbell sets
Renewed,40,,3,3,0.7,265,396,1,0,0,femal,Uptown,Cash,2025-07-23,nan,Yes,Night,GYM-78749,Showers are cold
Cancelled,32,49.99,3,4,5.7,166,152,1,2,0,F,Uptown,Credit Card,2025-07-24,nan,Y,Evening,GYM-18438,Prefers morning yoga
Cancelled,31,59.99,8,4,0.7,150,23,1,1,0,Male,Downtown,Credit Card,2025-07-26,nan,No,Evening,GYM-44992,Prefers morning yoga
Cancelled,31,59.99,4,6,5.2,10,123,0,1,0,m,Northside,Cash,27/07/25,WINTER20,No,Morning,GYM-78394,Prefers morning yoga
Renewed,25,49.99,3,9,6.6,94,284,1,0,0,Male,Downtown,Credit Card,2025-07-29,nan,Yes,Morning,GYM-93287,Requested new barbell sets
Cancelled,51,49.99,9,4,0.3,71,347,2,0,0,F,Uptown,Direct Debit,2025-07-30,nan,Yes,Afternoon,GYM-38935,Showers are cold
Renewed,31,49.99,2,8,7.3,47,260,1,1,0,M,Uptown,Direct Debit,2025-08-01,nan,Yes,Night,GYM-87991,Prefers morning yoga
Renewed,47,79.99,5,4,0.2,271,145,0,0,0,m,Downtown,Cash,02/08/25,nan,Y,Evening,GYM-59854,Requested new barbell sets
Cancelled,50,59.99,5,1,0.5,94,190,1,1,0,femal,Northside,Direct Debit,2025-08-03,nan,Yes,Night,GYM-85651,Showers are cold
Renewed,44,,4,13,1.2,232,380,0,0,0,m,Northside,Direct Debit,2025-08-05,nan,No,Evening,GYM-60702,Showers are cold
Renewed,30,49.99,3,9,10.1,47,164,5,0,0,F,Uptown,Direct Debit,2025-08-06,WINTER20,Yes,Morning,GYM-65823,Prefers morning yoga
Renewed,39,59.99,6,6,1.3,207,70,1,0,0,m,Downtown,Direct Debit,08/08/25,nan,No,Afternoon,GYM-93253,Showers are cold
Renewed,34,59.99,3,6,1.6,226,200,0,0,0,m,Northside,Credit Card,2025-08-09,nan,Yes,Afternoon,GYM-73102,Showers are cold
Renewed,25,59.99,2,8,2.4,76,354,2,1,0,F,Downtown,Direct Debit,2025-08-11,WINTER20,No,Morning,GYM-60950,Prefers morning yoga
Cancelled,38,,1,3,6.9,218,11,0,0,0,Female,Uptown,Cash,2025-08-12,nan,Y,Morning,GYM-62607,Prefers morning yoga
Renewed,23,49.99,2,8,3.1,80,51,0,0,0,F,Uptown,Credit Card,14/08/25,nan,No,Morning,GYM-78901,Showers are cold
Cancelled,46,49.99,1,4,0.5,36,255,2,0,0,m,Uptown,Direct Debit,2025-08-15,nan,No,Night,GYM-61779,Requested new barbell sets
Cancelled,30,59.99,3,3,0.7,101,301,1,2,0,femal,Uptown,Direct Debit,2025-08-17,nan,No,Morning,GYM-44852,Requested new barbell sets
Renewed,37,59.99,8,5,0.2,190,359,5,1,0,femal,Northside,Cash,2025-08-18,nan,No,Night,GYM-71986,Prefers morning yoga
Renewed,37,59.99,1,8,2.1,28,299,2,0,0,F,Uptown,Credit Card,20/08/25,nan,Yes,Morning,GYM-80509,Showers are cold
Renewed,32,49.99,4,7,0.4,252,8,3,0,0,m,Northside,Direct Debit,2025-08-21,nan,Yes,Afternoon,GYM-55427,Prefers morning yoga
Cancelled,40,,8,4,0.6,250,139,0,1,0,Male,Northside,Cash,2025-08-22,WINTER20,No,Night,GYM-46194,Requested new barbell sets
Renewed,30,49.99,3,11,4.4,225,99,0,2,0,Male,Downtown,Credit Card,2025-08-24,nan,No,Afternoon,GYM-65989,Requested new barbell sets
Cancelled,43,49.99,3,2,0.8,93,136,1,2,0,M,Uptown,Credit Card,25/08/25,WINTER20,Y,Morning,GYM-26863,Showers are cold
Renewed,21,59.99,7,11,1.7,85,358,1,0,0,F,Northside,Direct Debit,2025-08-27,nan,No,Morning,GYM-37533,Prefers morning yoga
Cancelled,36,59.99,4,6,1.0,109,365,3,1,0,F,Downtown,Cash,2025-08-28,nan,No,Evening,GYM-95650,Prefers morning yoga
